p,offset,b,c
8144761,138047,15,10353510
8146441,76135,27,55502388
8146609,114743,18,1032669
8146681,173335,12,1560003
8149849,208971,10,4179410
8152201,209031,10,10451540
8153401,263015,8,1052052
8157769,121775,17,121758
8159209,209211,10,4184210
8160769,209251,10,4185010
8160961,173639,12,1389100
8161969,173659,12,25006884
8163241,209319,10,418628
8164249,263363,8,16855224
8165809,121895,17,121878
8166601,263447,8,263439
8170009,173831,12,2085960
8172481,209551,10,10477540
8173201,38015,54,18475236
8173489,263663,8,1054644
8173729,209583,10,10479140
8174329,138551,15,692740
8175169,148643,14,594558
8177401,209679,10,1048385
8177929,209691,10,4193810
8183569,174119,12,4178844
8188009,209951,10,1049745
8188489,190431,11,2094730
8191129,264231,8,2113840
8191969,210051,10,4201010
8192641,264287,8,264279
8192809,40359,51,6174876
8192881,264287,8,4228584
8193529,210091,10,4201810
8193649,190551,11,2096050
8197921,94231,22,1036519
8199409,103791,20,2075800
8200921,138999,15,6254940
8205121,68951,30,5171295
8207161,122495,17,35401038
8208601,210479,10,1052385
8208649,115615,18,9364797
8209609,210503,10,10525140
8211121,264875,8,16951992
8211361,115655,18,1040877
8212681,139199,15,2087970
8212969,264935,8,4238952
8214889,174791,12,349570
8217169,265071,8,2120560
8217721,210711,10,10535540
8218729,149435,14,597726
8219401,265143,8,2121136
8219569,149447,14,7322889
8221249,51711,40,413648
8222449,191231,11,191220
8224441,139399,15,1254576
8224561,174991,12,6299664
8225641,210919,10,421828
8226649,149579,14,598302
8227081,210951,10,10547540
8227321,210959,10,1054785
8231449,211063,10,10553140
8233201,175175,12,4204188
8233369,115963,18,37571994
8233681,139559,15,418662
8234209,175199,12,700784
8235049,265655,8,265647
8238169,139631,15,2094450
8240929,211311,10,422612
8243041,99335,21,99314
8243281,175391,12,1052334
8243761,211379,10,4227570
8247241,139799,15,139784
8248081,139799,15,2096970
8248249,191831,11,191820
8249089,149987,14,599934
8251489,139871,15,139856
8251849,211591,10,423172
8254369,266271,8,2130160
8254801,123207,17,2094502
8256361,116287,18,9419229
8256889,175679,12,4216284
8261521,211839,10,423668
8263249,94991,22,189960
8264281,116399,18,3142755
8265769,211943,10,10597140
8266561,116435,18,465722
8271169,175983,12,3167682
8271841,212099,10,4241970
8272321,212111,10,10605540
8272441,266855,8,1067412
8276689,266991,8,2135920
8277361,52079,40,104118
8277889,116591,18,2098620
8279209,192551,11,192540
8280721,192575,11,23301564
8282401,192615,11,2118754
8282569,176231,12,352450
8283361,212399,10,424788
8287801,104919,20,209818
8288569,123711,17,2103070
8289649,69671,30,208983
8290129,140511,15,6322980
8290489,104943,20,20988580
8291089,267455,8,4279272
8292001,140543,15,3513560
8293321,267527,8,4280424
8295169,192911,11,23342220
8297689,140639,15,10547910
8300041,140679,15,6330540
8307049,87443,24,5596328
8307961,268007,8,267999
8316001,213231,10,10661540
8316289,176943,12,3184962
8318641,213299,10,4265970
8318809,213303,10,10665140
8319049,213311,10,1066545
8319481,177011,12,2832164
8321161,177047,12,2124552
8322001,193535,11,23417724
8322241,213391,10,10669540
8323681,193575,11,2129314
8327881,177191,12,1063134
8328769,268671,8,2149360
8329129,151439,14,7420497
8330401,58255,36,4718619
8331409,213631,10,427252
8332249,151499,14,605982
8334841,213719,10,427428
8335849,177359,12,4256604
8336329,95831,22,191640
8338009,117455,18,117437
8340721,117475,18,38061882
8341369,177479,12,709904
8342569,177503,12,1420012
8345761,213999,10,427988
8346241,70139,30,841638
8346361,141479,15,141464
8347081,177599,12,1420780
8347609,151775,14,7436961
8348089,177619,12,25577124
8349049,141511,15,1273584
8351281,177687,12,12793452
8352481,269435,8,17243832
8353129,214183,10,10709140
8354161,141599,15,707980
8356489,214271,10,1071345
8356849,151943,14,7445193
8357281,177815,12,4267548
8361721,269735,8,1078932
8364721,141775,15,31899360
8365561,177991,12,6407664
8367769,178039,12,1602339
8370049,152183,14,7456953
8371729,81279,26,27472276
8372809,178151,12,356290
8373481,96247,22,23291752
8373649,214711,10,1073545
8376649,270215,8,4323432
8379529,142031,15,426078
8381209,214903,10,10745140
8381881,118055,18,6374952
8383489,75527,28,29606556
8384041,270455,8,1081812
8384401,78359,27,19041210
8385001,142119,15,6395340
8385049,152459,14,609822
8391769,78455,27,78428
8394289,152627,14,610494
8395129,152639,14,7479297
8395489,215271,10,1076345
8397841,178679,12,1429420
8400529,178735,12,6434448
8401201,271007,8,4336104
8401801,215431,10,10771540
8404489,178819,12,25749924
8406049,271163,8,17354424
8408689,195551,11,23661660
8408929,40623,52,13730522
8410081,271295,8,1085172
8410921,142559,15,2138370
8411089,215671,10,1078345
8412121,271367,8,271359
8412289,178991,12,357970
8412769,152963,14,611838
8412889,178999,12,1610979
8413609,271415,8,271407
8416081,271487,8,4343784
8418001,142679,15,2140170
8418169,215851,10,4317010
8418601,81735,26,2125084
8420281,271623,8,2172976
8421961,179191,12,6450864
8429089,216131,10,4322610
8429689,216151,10,432292
8430769,153287,14,7511049
8431369,216191,10,1080945
8432089,272003,8,17408184
8433769,216251,10,4325010
8436409,142991,15,2144850
8437081,106799,20,4271940
8437489,216351,10,432692
8437969,106811,20,1708956
8439601,179567,12,2154792
8443969,179659,12,25870884
8444041,216519,10,433028
8445649,179695,12,6469008
8446201,143159,15,715780
8448721,216639,10,433268
8449729,179783,12,1438252
8453041,272687,8,272679
8455561,40127,53,40074
8456641,272795,8,17458872
8456809,196671,11,2163370
8458921,107075,20,42829980
8458969,272871,8,2182960
8459809,196751,11,196740
8460769,216943,10,10847140
8462161,272975,8,1091892
8462449,216991,10,433972
8464369,180095,12,1080558
8464681,53239,40,1064740
8465209,180111,12,12967980
8467201,71159,30,355765
8469049,153983,14,7545153
8470729,76327,28,152626
8473609,107271,20,214522
8474929,217311,10,434612
8475721,180335,12,4328028
8475769,197111,11,23850420
8476801,217359,10,434708
8479321,273527,8,4376424
8480089,154187,14,616734
8480929,197231,11,23864940
8482681,273635,8,17512632
8484001,217539,10,4350770
8484361,180519,12,3249330
8484961,119507,18,4302234
8486641,197375,11,197364
8486809,217611,10,4352210
8487649,107439,20,5371930
8492929,197511,11,2172610
8495041,143999,15,143984
8495449,274055,8,274047
8497561,274115,8,17543352
8499409,274175,8,4386792
8503321,218039,10,436068
8503609,274311,8,2194480
8505841,274383,8,2195056
8507689,218151,10,436292
8511001,218231,10,10911540
8512561,274607,8,274599
8513521,181151,12,181139
8514361,218319,10,1091585
8519569,218451,10,4369010
8520481,218479,10,436948
8521321,86079,25,430370
8522641,71619,30,12891390
8523601,274955,8,17597112
8524609,181375,12,6529488
8527369,218651,10,4373010
8529049,198351,11,2181850
8531881,275223,8,2201776
8532889,275255,8,4404072
8533729,155159,14,7602777
8534089,218823,10,10941140
8534521,218839,10,437668
8536441,76919,28,153810
8539441,181691,12,2907044
8540281,275495,8,1101972
8540569,218991,10,1094945
8540809,275511,8,2204080
8541121,181727,12,2180712
8541289,89911,24,809175
8543329,181775,12,1090638
8547361,181871,12,181859
8548681,219199,10,1095985
8548849,144911,15,144896
8549641,275795,8,17650872
8550481,275823,8,2206576
8555761,219379,10,4387570
8557921,276063,8,2208496
8558761,145079,15,145064
8558881,276095,8,1104372
8560609,219503,10,10975140
8560729,219511,10,439012
8561569,120587,18,1447026
8561809,90127,24,811119
8564089,276263,8,1105044
8564329,90151,24,12981720
8566009,276323,8,17684664
8567161,219671,10,10983540
8568169,199271,11,199260
8569801,219739,10,4394770
8570641,77215,28,1080982
8571481,182375,12,729488
8571649,219791,10,439572
8573401,219831,10,10991540
8577529,276695,8,4427112
8579761,276767,8,4428264
8579929,155999,14,7643937
8580289,90319,24,13005912
8584249,220111,10,1100545
8586481,35927,60,7185340
8586769,98699,22,4342734
8587321,182711,12,1096254
8589289,199751,11,24169860
8589961,61799,35,3028116
8590969,199791,11,2197690
8592049,277163,8,17738424
8595841,182891,12,2926244
8596561,121079,18,3269115
8597521,182927,12,2195112
8598361,277367,8,4437864
8601121,128375,17,37100358
8601289,277463,8,1109844
8602729,220583,10,11029140
8604649,183079,12,1647699
8605801,277607,8,4441704
8606329,156479,14,7667457
8607601,108959,20,1089570
8608009,128495,17,128478
8608609,108971,20,1743516
8611201,54159,40,4332680
8611849,183231,12,13192620
8613529,83627,26,4348578
8614369,277883,8,17784504
8615161,52895,41,52854
8616169,277943,8,1111764
8616721,277967,8,277959
8617681,183355,12,26403108
8618689,156707,14,626814
8619241,72431,30,5432295
8619601,146095,15,32871360
8621209,183431,12,2201160
8623969,156803,14,627198
8624449,183499,12,26423844
8625289,156827,14,627294
8627809,221231,10,442452
8628481,25759,84,927240
8628601,278343,8,2226736
8633641,183695,12,4408668
8634481,221399,10,1106985
8639401,62159,35,435078
8642761,278807,8,278799
8643889,121751,18,365235
8644609,157175,14,7701561
8649001,121823,18,365451
8651689,279095,8,279087
8652361,91079,24,1457240
8654809,184151,12,368290
8655649,279215,8,4467432
8656321,221959,10,1109785
8656561,104303,21,312888
8656729,42647,51,724948
8660401,121979,18,1463730
8660929,157475,14,629886
8662249,222111,10,1110545
8663089,279455,8,4471272
8663209,201471,11,2216170
8665561,222199,10,444388
8667121,222239,10,444468
8668801,279647,8,279639
8669329,222291,10,4445810
8671009,279711,8,2237680
8671441,184511,12,184499
8673121,184535,12,4428828
8674681,99711,22,1096799
8676361,222471,10,11123540
8680249,222571,10,4451410
8681401,184711,12,6649584
8683249,184751,12,2217000
8687641,280247,8,4483944
8689129,280295,8,4484712
8689321,38279,57,41456100
8694841,280487,8,280479
8695129,185015,12,185003
8695201,222959,10,445908
8695681,185015,12,4440348
8696209,280523,8,17953464
8696521,280535,8,1122132
8697049,280551,8,2244400
8697889,223023,10,11151140
8699161,84471,26,168916
8700169,185111,12,2221320
8702689,223151,10,446292
8704609,147551,15,147536
8705041,185215,12,1666923
8705449,280823,8,1123284
8707969,202511,11,24503820
8708449,158339,14,633342
8714161,281103,8,2248816
8714281,185411,12,2966564
8715841,202695,11,2229634
8717041,281195,8,17996472
8717809,202751,11,202740
8718649,281255,8,281247
8723521,185607,12,13363692
8723929,223691,10,4473810
8732641,223919,10,447828
8733001,91927,24,3309348
8737129,281843,8,18037944
8737801,185911,12,6692784
8738809,158891,14,635550
8740561,224119,10,1120585
8746609,73511,30,220503
8747041,148255,15,33357360
8752129,282335,8,282327
8752321,282335,8,1129332
8753089,186239,12,744944
8755321,100647,22,201272
8755849,282455,8,282447
8758129,159239,14,7802697
8759689,148471,15,1336224
8762569,186439,12,1677939
8763409,224703,10,11235140
8767609,224811,10,4496210
8768281,148615,15,33438360
8771401,61343,36,490708
8771569,203991,11,2243890
8772241,49007,45,33079680
8772481,73719,30,3317325
8772649,159503,14,7815633
8775001,69095,32,4422048
8776849,186743,12,1493932
8779201,88679,25,11084850
8780521,148823,15,3720560
8780689,225151,10,450292
8781889,283295,8,283287
8782321,123695,18,6679512
8783041,111179,20,1778844
8783161,123707,18,4453434
8784001,283355,8,18134712
8784241,225239,10,1126185
8784889,204311,11,204300
8785681,225279,10,450548
8787409,123767,18,3341691
8788441,82135,27,59876388
8790721,123815,18,1114317
8792449,159863,14,7833273
8795089,159911,14,7835625
8795329,187135,12,6736848
8796481,225551,10,11277540
8797849,225591,10,451172
8799001,283847,8,283839
8799529,225631,10,1128145
8800009,187235,12,2995748
8800801,123955,18,40161402
8803369,63335,35,1583340
8804161,36839,60,1473500
8804569,149231,15,2238450
8810041,284195,8,18188472
8810089,160187,14,640734
8813281,79399,28,31124380
8815489,111591,20,892708
8815801,187571,12,3001124
8816809,79431,28,7784210
8819329,284495,8,4551912
8820121,226159,10,1130785
8820169,160367,14,7857969
8820529,187671,12,13512300
8820961,226179,10,4523570
8824561,226271,10,11313540
8825569,149591,15,448758
8826889,226331,10,4526610
8828689,149639,15,11222910
8829241,226391,10,11319540
8830369,106391,21,2234190
8830441,284855,8,1139412
8831089,111791,20,447144
8831209,160571,14,642270
8832049,226463,10,11323140
8832289,226471,10,1132345
8832961,69551,32,17805024
8834281,131855,17,38106078
8835481,226551,10,11327540
8836129,188015,12,188003
8837329,160679,14,7873257
8837929,285095,8,4561512
8838481,85811,26,4462146
8843881,285287,8,4564584
8844721,111959,20,4478340
8847169,226851,10,4537010
8852449,285563,8,18276024
8853289,285591,8,2284720
8855281,227059,10,4541170
8857489,150127,15,33778560
8863201,188591,12,188579
8864641,227299,10,4545970
8864881,188615,12,4526748
8868841,188711,12,188699
8870401,286143,8,2289136
8870689,150351,15,6765780
8870761,106879,21,961890
8871241,112295,20,2807355
8871769,124955,18,4498362
8873041,227519,10,455028
8875609,286311,8,2290480
8875969,227591,10,1137945
8879641,150503,15,3762560
8881681,188975,12,755888
8883361,227779,10,4555570
8884009,286583,8,1146324
8884849,161543,14,7915593
8885641,227839,10,1139185
8886649,227863,10,11393140
8891689,189191,12,378370
8891929,189191,12,2270280
8893921,125267,18,4509594
8895049,46583,48,186284
8895769,150791,15,150776
8895889,189275,12,3028388
8900161,287103,8,2296816
8900761,125363,18,13539186
8901649,287151,8,2297200
8905681,228351,10,11417540
8907361,228399,10,456788
8907889,107327,21,751268
8908201,74859,30,13474590
8909401,151007,15,11325510
8909881,228459,10,4569170
8910001,189575,12,4549788
8910409,162011,14,648030
8912689,228531,10,4570610
8914921,207335,11,207324
8915449,151111,15,1359984
8920129,189791,12,2277480
8920321,125639,18,3392235
8920489,228731,10,4574610
8920921,189807,12,13666092
8922601,125675,18,502682
8924449,162263,14,7950873
8925841,102607,22,205192
8926129,189919,12,1709259
8926201,287943,8,2303536
8926681,34479,65,172330
8927521,228911,10,11445540
8927689,287991,8,2303920
8929561,189991,12,6839664
8930881,288095,8,1152372
8938561,229199,10,458388
8938801,133415,17,38556918
8942761,94135,24,3388836
8944609,229351,10,1146745
8944681,229351,10,11467540
8946001,75179,30,902118
8947009,229411,10,4588210
8947369,162683,14,650718
8947681,288635,8,18472632
8948041,288647,8,4618344
8949649,94207,24,13565784
8950489,208151,11,25186260
8953729,288831,8,2310640
8954089,113343,20,22668580
8954401,126119,18,3405195
8955769,102951,22,205880
8956249,190559,12,4573404
8956369,229651,10,4593010
8956609,288923,8,18491064
8958769,162887,14,7981449
8962321,151919,15,151904
8965609,190759,12,1716819
8970361,289367,8,4629864
8970649,208631,11,208620
8972569,230071,10,460132
8973409,94463,24,377828
8974681,190951,12,6874224
8976361,53751,42,6772584
8977201,152159,15,760780
8977369,230191,10,1150945
8982241,230319,10,460628
8984641,90759,25,453770
8986849,87251,26,58981650
8989369,126611,18,13673970
8990041,230519,10,461028
8992729,230583,10,11529140
8994889,163547,14,654174
8995561,191395,12,27560868
8995681,230659,10,4613170
8996521,90879,25,454370
9000721,84119,27,20440890
9002569,152591,15,457758
9004249,152615,15,3815360
9005089,290495,8,290487
9005329,290495,8,4647912
9007849,230971,10,4619410
9010849,103575,22,1139303
9011521,191735,12,4601628
9011689,231071,10,1155345
9012049,163859,14,655422
9012529,290735,8,290727
9013321,231111,10,11555540
9013369,163883,14,655518
9014209,290783,8,1163124
9015889,103631,22,25078680
9016561,231199,10,462388
9018601,209735,11,25377924
9020281,209775,11,2307514
9020881,191935,12,1727403
9021601,191951,12,1151694
9023809,191999,12,767984
9024409,291111,8,2328880
9025801,291155,8,18633912
9028009,114279,20,5713930
9032689,192191,12,384370
9033049,210071,11,25418580
9033649,127235,18,4580442
9035329,164279,14,8049657
9038569,291575,8,291567
9040201,153239,15,153224
9041761,127367,18,127349
9042889,231871,10,1159345
9046249,291815,8,4669032
9048649,153367,15,34507560
9049849,192551,12,2310600
9050329,164555,14,658206
9050449,291951,8,2335600
9052969,164603,14,658398
9055201,153479,15,2302170
9055561,292115,8,18695352
9055729,153487,15,34534560
9056401,292143,8,2337136
9058729,192739,12,27754404
9064441,104191,22,1146079
9064969,32491,70,31841110
9066649,76191,30,3428565
9067249,109247,21,764708
9068929,192959,12,771824
9074521,292727,8,4683624
9074881,211055,11,211044
9075049,153815,15,3845360
9077161,76279,30,6865080
9081769,232871,10,465732
9083281,153959,15,461862
9085129,135599,17,39188094
9085561,95639,24,1530200
9091009,233103,10,11655140
9093121,293327,8,4693224
9094009,154151,15,154136
9094849,154151,15,2312250
9096049,293423,8,1173684
9096481,293435,8,18779832
9097369,233271,10,466532
9098161,115167,20,5758330
9099721,104595,22,4602158
9100009,165455,14,8107281
9101401,193647,12,13942572
9101689,293603,8,18790584
9101929,233383,10,11669140
9102241,233391,10,11669540
9103441,193691,12,3099044
9103609,233431,10,466852
9104209,76511,30,459036
9104881,233459,10,4669170
9112489,193895,12,193883
9113161,293975,8,1175892
9114121,193919,12,1551340
9116881,294095,8,1176372
9117649,233791,10,467572
9119401,233831,10,11691540
9121561,115463,20,11546280
9122929,194111,12,388210
9123769,233943,10,11697140
9124201,233959,10,467908
9130081,294527,8,294519
9130801,294543,8,2356336
9131809,294575,8,4713192
9131929,76739,30,23021670
9135121,234239,10,468468
9135361,41719,55,458854
9136009,294711,8,2357680
9136969,294743,8,1178964
9138721,194447,12,388882
9139201,294815,8,1179252
9140569,82351,28,658780
9142849,76831,30,6914760
9145249,128807,18,3477771
9147601,234559,10,469108
9148561,295115,8,18887352
9149809,234611,10,4692210
9150121,234619,10,4692370
9150241,194687,12,2336232
9151081,115839,20,926692
9151969,234671,10,469332
9152761,212855,11,25755444
9158521,234839,10,469668
9159049,110351,21,2317350
9159361,110375,21,110354
9160729,234891,10,4697810
9161161,194919,12,3508530
9163009,295583,8,1182324
9164401,57639,40,1844408
9164929,295643,8,18921144
9166609,195035,12,3120548
9168721,129143,18,387411
9168889,213231,11,2345530
9169441,235119,10,470228
9169561,235119,10,1175585
9170401,235139,10,4702770
9170449,295823,8,1183284
9170569,235143,10,11757140
9171649,235171,10,4703410
9174001,235231,10,11761540
9176161,195239,12,1561900
9177001,155543,15,3888560
9177169,195259,12,28117284
9178681,296087,8,4737384
9179809,296123,8,18951864
9180361,235399,10,470788
9180481,235399,10,1176985
9183241,213575,11,213564
9184849,235511,10,1177545
9184921,235511,10,11775540
9185401,213615,11,2349754
9187201,70135,33,631182
9187249,296363,8,18967224
9187609,296375,8,4741992
9190801,195551,12,1173294
9193969,235743,10,11787140
9196441,195671,12,1174014
9197281,296687,8,4746984
9198169,235851,10,4717010
9201481,296823,8,2374576
9202561,57879,40,1852088
9203041,155999,15,155984
9203209,195815,12,1174878
9203569,235991,10,1179945
9204409,236011,10,4720210
9206569,236071,10,472132
9207409,195903,12,3526242
9208081,297035,8,19010232
9208201,297047,8,297039
9210961,236179,10,4723570
9212641,297183,8,2377456
9215809,236303,10,11815140
9217321,297335,8,1189332
9220369,66335,35,1658340
9221809,137639,17,39777654
9223561,196247,12,2354952
9229201,196367,12,2356392
9231721,236711,10,11835540
9235921,297935,8,1191732
9237769,236871,10,473732
9238681,298023,8,2384176
9240001,214895,11,214884
9241681,298127,8,298119
9242209,196655,12,196643
9242689,196655,12,1179918
9243049,298163,8,19082424
9247921,64671,36,10476666
9248761,156759,15,7054140
9250441,237191,10,11859540
9250609,298415,8,298407
9251881,77747,30,23324070
9252721,298475,8,19102392
9254281,130343,18,2346156
9254449,215231,11,215220
9254569,298535,8,4776552
9257329,130391,18,391155
9258001,196991,12,196979
9259321,237419,10,4748370
9260161,298715,8,19117752
9262009,298775,8,4780392
9262849,237511,10,1187545
9263689,237531,10,4750610
9264481,237551,10,11877540
9267241,77879,30,778760
9268681,237659,10,4753170
9269761,197231,12,1183374
9270409,237703,10,11885140
9271441,299087,8,299079
9272041,197279,12,1578220
9273049,237771,10,4755410
9273961,237799,10,475588
9275281,28023,83,2325826
9275569,215711,11,26101020
9276481,237859,10,4757170
9278329,299303,8,1197204
9279169,51839,45,34991280
9279769,237943,10,11897140
9281449,237991,10,475972
9284641,157367,15,11802510
9286561,299567,8,4793064
9287041,299583,8,2396656
9288049,299615,8,4793832
9293209,299783,8,1199124
9293761,299807,8,299799
9293881,97831,24,3521892
9294049,238311,10,1191545
9295969,299871,8,2398960
9298489,238423,10,11921140
9298801,238431,10,11921540
9299161,299975,8,1199892
9301609,238503,10,11925140
9306889,198019,12,28514724
9310681,90395,26,61106994
9311689,216551,11,26202660
9312361,300407,8,300399
9312601,300407,8,4806504
9313441,198159,12,3566850
9313921,238819,10,4776370
9314089,300455,8,4807272
9314209,238831,10,477652
9314449,98047,24,14118744
9315289,198199,12,1783779
9316129,78287,30,11743020
9317281,94119,25,470570
9318409,112271,21,2357670
9323329,131315,18,4727322
9323449,239063,10,11953140
9323689,239071,10,1195345
9324121,158039,15,790180
9326641,158079,15,7113540
9326689,300863,8,1203444
9328321,198475,12,28580388
9329161,94239,25,471170
9333241,239319,10,478628
9334081,198599,12,1588780
9334609,239351,10,1196745
9337441,198671,12,1192014
9342169,239543,10,11977140
9344281,239599,10,1197985
9345001,94399,25,471970
9345961,198851,12,3181604
9346009,169931,14,679710
9348529,239711,10,479412
9349489,239731,10,4794610
9351841,239791,10,11989540
9352561,198991,12,7163664
9352729,301703,8,1206804
9353089,239823,10,11991140
9355921,158575,15,35679360
9356041,239899,10,4797970
9356209,239903,10,11995140
9358801,158639,15,158624
9361081,199175,12,796688
9362641,41999,56,167940
9363649,158711,15,476118
9365281,107647,22,26050552
9369649,302255,8,302247
9370201,199367,12,2392392
9371569,27975,84,14099316
9372169,36191,65,470418
9373081,118647,20,5932330
9374929,240383,10,12019140
9375529,78791,30,472716
9376921,240439,10,480868
9378769,302543,8,1210164
9381289,240551,10,481092
9382969,240591,10,1202945
9387361,98815,24,3557316
9388681,132235,18,42844122
9389689,98839,24,14232792
9390361,302915,8,19386552
9390481,302927,8,302919
9392329,240831,10,1204145
9393001,118919,20,118899
9394009,132311,18,2381580
9397369,303143,8,1212564
9400969,241051,10,4821010
9405841,91319,26,15432885
9409801,303543,8,2428336
9413881,159559,15,1436016
9414409,218951,11,218940
9415561,84839,28,169650
9418081,113471,21,16680216
9420049,219071,11,26507580
9420721,241559,10,1207785
9421729,303935,8,303927
9421801,79175,30,11876220
9424321,200519,12,1604140
9425161,241671,10,12083540
9429289,132807,18,21514716
9429841,241791,10,12089540
9430009,200639,12,4815324
9430129,74255,32,1188048
9434401,200735,12,802928
9436249,132911,18,398715
9437401,159959,15,799780
9439249,171623,14,8409513
9441721,219575,11,26568564
9441961,119519,20,4780740
9447601,62567,38,22586649
9450289,201071,12,2412840
9452809,108655,22,1195183
9454201,108671,22,1195359
9454369,141111,17,2398870
9458521,160319,15,480942
9461281,242599,10,1212985
9461929,201319,12,1811859
9463609,99623,24,398468
9464449,160415,15,4010360
9468769,242791,10,1213945
9469321,305463,8,2443696
9471289,133403,18,533594
9473041,305583,8,2444656
9474721,141431,17,141414
9476209,201623,12,1612972
9477889,243023,10,12151140
9478009,243031,10,486052
9480409,201711,12,14523180
9481201,92051,26,4786626
9482281,201751,12,7263024
9482929,305903,8,1223604
9486409,201839,12,4844124
9486481,114295,21,50404074
9487249,243263,10,12163140
9489841,220695,11,2427634
9490009,99895,24,14384856
9490849,201935,12,1211598
9492289,306203,8,19596984
9493009,243411,10,4868210
9493849,172619,14,690462
9494521,306275,8,19601592
9494689,202015,12,7272528
9497161,243519,10,1217585
9497329,202071,12,14549100
9498889,99991,24,899895
9499081,306423,8,2451376
9499921,202127,12,2425512
9500089,306455,8,4903272
9502249,133835,18,4818042
9503041,85615,28,1198582
9503881,202211,12,3235364
9504961,243719,10,1218585
9505729,172835,14,691326
9506641,202271,12,1213614
9508801,221135,11,26757324
9509161,88871,27,7198524
9512329,243911,10,487812
9513529,109351,22,26462920
9514129,85727,28,171426
9515641,243991,10,12199540
9517201,307007,8,4912104
9518161,114679,21,1032090
9518401,134063,18,2413116
9519049,202535,12,1215198
9519241,96159,25,480770
9519409,161351,15,484038
9520921,307127,8,4914024
9521569,244143,10,12207140
9522361,307175,8,1228692
9524761,202655,12,4863708
9524881,161439,15,7264740
9525121,307263,8,2458096
9525961,221535,11,2436874
9526441,202691,12,3243044
9526609,307311,8,2458480
9526969,202703,12,1621612
9527281,120599,20,4823940
9529801,307415,8,1229652
9531481,244399,10,1221985
9532009,244411,10,4888210
9532609,244431,10,488852
9538201,109635,22,4823918
9539161,307715,8,19693752
9539209,42023,57,45510852
9545209,307911,8,2463280
9546961,307967,8,4927464
9547129,161831,15,161816
9547561,115031,21,16909536
9552481,134543,18,2421756
9554329,244983,10,12249140
9555121,142631,17,142614
9556849,60111,40,480848
9556969,245051,10,4901010
9557521,134615,18,1211517
9557881,308327,8,308319
9558049,203375,12,203363
9565249,245263,10,12263140
9565921,203531,12,3256484
9566449,203543,12,1628332
9566881,203551,12,7327824
9567289,173951,14,8523585
9569641,162199,15,1459776
9571489,245423,10,12271140
9574489,308855,8,4941672
9574849,245511,10,1227545
9576121,134875,18,43699482
9576169,245543,10,12277140
9577849,308963,8,19773624
9580561,222815,11,222804
9582841,245719,10,491428
9583081,134975,18,1214757
9583921,309167,8,309159
9584401,245759,10,491508
9584689,222911,11,222900
9585769,245791,10,1228945
9587449,135035,18,4861242
9589969,135071,18,2431260
9591289,245931,10,4918610
9591649,204079,12,1836699
9593329,245983,10,12299140
9593929,89663,27,21788082
9595441,246039,10,1230185
9596161,204175,12,1837563
9596281,246059,10,4921170
9596689,246071,10,1230345
9597361,115631,21,16997736
9599881,246151,10,12307540
9601201,223295,11,223284
9601561,246199,10,492388
9603409,174611,14,698430
9603889,309803,8,19827384
9604849,204359,12,4904604
9607921,309935,8,1239732
9610129,204471,12,14721900
9613129,310103,8,1240404
9613489,204543,12,3681762
9615841,110527,22,26747512
9618361,204647,12,2455752
9623209,246751,10,1233745
9623881,80879,30,404365
9624409,204775,12,7371888
9624841,310487,8,310479
9625081,310487,8,4967784
9625849,175019,14,700062
9627601,63759,38,46033960
9628081,246879,10,493748
9629761,246919,10,1234585
9631561,204927,12,14754732
9632401,40303,60,36272640
9633241,110727,22,26795912
9634969,247051,10,4941010
9637489,310895,8,310887
9637681,310895,8,1243572
9640129,247183,10,12359140
9640849,101483,24,6494888
9641041,122039,20,4881540
9642889,311063,8,1244244
9645169,311135,8,4978152
9649249,135911,18,407715
9649609,247431,10,494852
9649921,247439,10,494868
9652561,311375,8,1245492
9654649,135983,18,1223829
9657001,163679,15,2455170
9658609,205503,12,3699042
9659161,247671,10,12383540
9660841,247719,10,495428
9661129,205559,12,822224
9661969,247743,10,12387140
9663481,205607,12,2467272
9663721,311735,8,1246932
9665041,81219,30,14619390
9665329,247831,10,1239145
9667729,247891,10,4957810
9668401,205711,12,7405584
9669409,224871,11,2473570
9673801,101831,24,1629272
9674641,101839,24,3666180
9675481,87167,28,4881324
9675649,205871,12,411730
9676321,248111,10,12405540
9676969,205895,12,1235358
9677761,136307,18,4907034
9679441,248191,10,12409540
9679609,111271,22,222520
9680521,312275,8,19985592
9681169,205983,12,3707682
9682369,312335,8,4997352
9683809,312383,8,1249524
9684361,312407,8,312399
9685561,97839,25,489170
9686041,312455,8,1249812
9687889,225311,11,225300
9690529,206183,12,1649452
9692929,164287,15,36964560
9693289,312695,8,312687
9696481,69759,35,17090920
9697081,206327,12,412642
9697249,312815,8,5005032
9697801,136607,18,136589
9698761,60999,40,4879880
9699769,176363,14,705438
9700609,312923,8,20027064
9702361,248779,10,4975570
9704521,248839,10,497668
9704809,87431,28,8568210
9707041,248899,10,4977970
9709849,313223,8,1252884
9711529,122951,20,122931
9711601,33839,72,3654540
9712081,313295,8,1253172
9712201,249031,10,12451540
9712441,249039,10,1245185
9714721,225935,11,225924
9716569,249143,10,12457140
9717481,206755,12,29772708
9719329,313535,8,313527
9720769,249251,10,4985010
9721849,76551,32,2449600
9723001,61151,40,48920760
9723121,249311,10,12465540
9723529,176795,14,707166
9723841,206891,12,3310244
9724201,249339,10,4986770
9725809,111791,22,27053400
9726649,313763,8,20080824
