k,m,j,re,im,abs
3,100,98,-0.016241381748362305,-0.04050004050746838,0.043635258246085995
3,100,99,-0.0661732721657247,-0.020587641951807192,0.06930189716201778
4,500,0,0.728,0.0,0.728
4,500,1,-0.014461739871557291,0.02000080639010913,0.02468145409750447
4,500,2,-0.006705293498234508,-0.004117996044558845,0.007868853304037905
4,500,3,-0.016948330869923853,-0.008382026826239687,0.01890778392599766
4,500,4,-0.007679486359698105,-0.013311507906344458,0.015367848043544036
4,500,5,-0.0748985083180915,0.02209134326701622,0.07808850104603343
4,500,6,-0.007345229833524549,-0.0022930198660710975,0.007694825625931739
4,500,7,0.0005123617630649591,-0.003740649380396146,0.0037755757658017013
4,500,8,-0.0002752520081531058,-0.012765338252592,0.012768305462005556
4,500,9,-0.01946489315722266,-0.020415360789965482,0.028207605743957666
4,500,10,-0.014709172770489875,0.03487966457591456,0.037854336138947536
4,500,11,-0.0052556078479273315,0.005372471533681706,0.007515641305398736
4,500,12,-0.0011759013841531388,0.007207851888432271,0.00730314130431761
4,500,13,0.02253615060213422,-0.004064252208701598,0.022899699342524355
4,500,14,-0.00833908249305667,0.00895902187476525,0.012239459537844248
4,500,15,0.02805986991482787,0.050468543442557155,0.057744525081174065
4,500,16,0.005753953442703054,-0.00812419165940545,0.009955424166731792
4,500,17,0.002449780620856785,-0.013165041799862921,0.013391032472608802
4,500,18,-0.00871359670624245,0.0028070063400106,0.009154564552828223
4,500,19,0.022929314683815403,0.010729435366389818,0.02531549436908095
4,500,20,0.027485922305898403,0.03264708212949792,0.042676784046786674
4,500,21,-0.003003595784667108,0.012823652930154736,0.013170712285625868
4,500,22,0.008075648339182112,0.019386609923423056,0.02100135091895519
4,500,23,0.0013083138210448074,0.02135839948417562,0.021398432502872034
4,500,24,0.02034379205948744,-0.01006553879884634,0.022697685932066846
4,500,25,-0.043315195929116916,0.07844598732552104,0.08961015079695824
4,500,26,0.013587698924946589,-0.0003313533431735605,0.013591738561090225
4,500,27,0.013373282343367517,-0.011939059644415275,0.017927236982545044
4,500,28,0.011013764141513754,0.008174239258108167,0.013715727760993616
4,500,29,0.02569515573413464,-0.010216843281667993,0.02765185192430331
4,500,30,0.011216114027054545,0.0011102019054881457,0.011270925522726127
4,500,31,0.0037252482100505907,0.009869138303841217,0.01054880870462779
4,500,32,0.008672246367862802,0.009448775214597001,0.012825256727289796
4,500,33,0.033108233841451916,-0.0025378064009941655,0.0332053551318035
4,500,34,0.009408385836933394,-0.0033306532692990764,0.00998052980842708
4,500,35,0.02265773947909992,0.011455661406039713,0.02538907908043517
4,500,36,0.004400029760228109,0.006834047936478013,0.008128005480372933
4,500,37,0.008949362245602816,0.021520863360401543,0.023307480438264767
4,500,38,0.012579185206634473,-0.006828131208400993,0.01431290593352556
4,500,39,-0.012966934446523318,-0.0004761293521220927,0.012975672934394777
4,500,40,-0.00043096646679878134,0.018892114330810176,0.018897029289915074
4,500,41,0.011048562907563791,0.003041441519057796,0.011459542261200622
4,500,42,0.007268428003361048,0.008258448655627573,0.011001455350892442
4,500,43,0.012421883272144201,0.003253085411581698,0.01284078458357672
4,500,44,0.013268828227870243,-0.0026465522317785936,0.013530189993354064
4,500,45,-0.012952197055922087,0.008682223951085708,0.015592960633319225
4,500,46,-0.008606405986055608,0.015599362595476536,0.017816013509816563
4,500,47,0.004105661392011875,-0.020683603288500132,0.021087150126603414
4,500,48,-0.03370960039391166,0.004208007377776357,0.0339712302516207
4,500,49,0.0026855098432889833,0.007202754569900307,0.007687108462394802
4,500,50,-0.006090169943749217,0.07490895079902717,0.07515611139325144
4,500,51,-0.018671238760105294,0.00048256890768349646,0.018677473854553275
4,500,52,-0.015662837459803586,-0.008747158766987824,0.01793982340456891
4,500,53,-0.01273205473483795,0.010509452725915263,0.0165092039289954
4,500,54,-0.017084498100397742,-0.002592291174025328,0.017280047710391995
4,500,55,0.008441443086821838,-0.022965150763837795,0.02446745003047624
4,500,56,-0.004804850795417855,-0.01959918441459967,0.02017955948190431
4,500,57,-0.022392932442010603,-0.006121170249986022,0.023214481441155753
4,500,58,-0.008954862071104486,-0.0018431858728019588,0.009142586552732352
4,500,59,0.0037331928582787608,-0.001071354866155426,0.003883880812581464
4,500,60,0.03418950085829679,0.01173232947135586,0.036146500850897344
4,500,61,0.003604679282228789,-0.022765615189275914,0.02304922878696638
4,500,62,-0.02124538555806703,-0.003806742533728047,0.02158373684580632
4,500,63,-0.008072853225996886,-0.008792726686236136,0.011936624388299124
4,500,64,0.009107495256023007,-0.017525728680686005,0.019750889489526836
4,500,65,0.04592752747583932,0.00043650908248479283,0.04592960178602758
4,500,66,-0.014836243103338307,-0.0035269973913958103,0.015249715407845038
4,500,67,0.015372818760767867,0.0017116847104968976,0.015467818889538543
4,500,68,0.0029309299777910427,0.0005252859282523452,0.0029776292316428736
4,500,69,-0.010946224093570938,0.01078667733302445,0.015367896075698077
4,500,70,0.029245893367814094,-0.00451278262310045,0.029592017266230935
4,500,71,0.008143590045672052,0.01758035745430998,0.019374907149539617
4,500,72,0.0019570233673820107,-0.009999249108006607,0.010188960849097917
4,500,73,-0.0037088501091410895,0.004713462456929685,0.005997691011127656
4,500,74,-0.0016011637271222145,0.016861151764611507,0.01693700575988311
4,500,75,0.0672829851944318,0.01665308756988687,0.06931324131999923
4,500,76,-0.0051257575309662405,0.023590049668044902,0.024140501933619413
4,500,77,0.004032835250608659,0.006815535184444403,0.007919297949247232
4,500,78,-0.010825812275070212,-0.008451425637878,0.013734074658587031
4,500,79,0.004958028708275881,-0.006226600316120314,0.007959434663894
4,500,80,-0.004978944212042581,-0.04412832053501791,0.04440831632372382
4,500,81,0.018927001693552208,-0.0054181145203923845,0.01968723845702629
4,500,82,0.013460064572000356,-0.013616629479572618,0.01914643404570118
4,500,83,0.0007804099820500015,-9.726749711061578e-06,0.000780470595053539
4,500,84,-0.008156036893882435,0.00082946377132794,0.008198106364418372
4,500,85,-0.023788009088389375,-0.015254036222897779,0.02825871542513518
4,500,86,0.0029441195427445934,-0.01059554792503937,0.010996975753077605
4,500,87,-0.004096321854645889,-0.003013982277752598,0.005085660419990336
4,500,88,0.008339862005165266,0.020317930962951557,0.021962960111980918
4,500,89,0.017917161879388434,0.006522676876955252,0.01906751172684514
4,500,90,-0.04061507244553691,-0.0044558592772012805,0.04085876639907808
4,500,91,0.020426062723446718,0.011656534503520255,0.02351805338487728
4,500,92,0.009743651387803037,0.0004634674657992544,0.009754667829244132
4,500,93,-0.012061526073908481,-0.0055622417594250705,0.013282279345875324
4,500,94,0.0006274425675175499,0.021424309979221637,0.021433495801229177
4,500,95,-0.027186201418411715,0.002370777995966695,0.027289377711274602
4,500,96,-0.0015986777779908156,0.00516963216307414,0.00541117984725441
4,500,97,0.005155039552949338,0.010090190518898617,0.01133077126678249
4,500,98,-0.005956364791534653,0.00019815731287709616,0.00595966004487507
4,500,99,0.005553437562780386,0.015310779029126101,0.01628682360813267
4,500,100,0.06857546151624606,0.0028001689857487266,0.06863260790990602
4,500,101,-0.00338192246629412,-0.006740707170744684,0.007541520584719882
4,500,102,-0.004462248531650426,-0.017542964461839845,0.018101581811200702
4,500,103,-0.002186066921607982,-0.0161190955542095,0.016266657003560538
4,500,104,-0.0126110772741023,-0.012475990271986917,0.01773949275712504
4,500,105,0.0084970800588679,0.015157384342916823,0.01737661272071489
4,500,106,0.008031479619172555,0.011028530510344454,0.013643062342846
4,500,107,0.01018680991156825,-0.006810964659896536,0.012253992646186167
4,500,108,-0.006247592589987088,0.00641825360698123,0.008956918696403866
4,500,109,-0.002936491216762564,-0.0070620238186269516,0.007648212933815198
4,500,110,0.017345062701469002,0.018192993603934754,0.025136352487795482
4,500,111,0.00975031988123836,0.003046843256214747,0.010215282258186178
4,500,112,0.008099832864725202,-0.014827802388877202,0.016895887550527643
4,500,113,0.0022207272027744787,-0.016070030016506396,0.016222746192940302
4,500,114,-0.01760409837786774,-0.006948651166482179,0.018925856195456513
4,500,115,-0.014815900133850896,0.02778116799796782,0.03148498359706662
4,500,116,-0.0023258315100106,0.004816600505072417,0.005348750567975857
4,500,117,0.005335232088617025,-0.006193497119253583,0.008174601397353341
4,500,118,-0.0034064437796312752,-0.014637676664194977,0.015028820224798312
4,500,119,0.010154557687750391,0.003593470637003384,0.010771632794189379
4,500,120,-0.02522547039855474,0.010263500082134088,0.027233504929853006
4,500,121,0.0028093843480245535,-0.0014934062480664002,0.0031816509294215647
4,500,122,0.010730690970369595,0.006031569653911606,0.012309653171050716
4,500,123,-0.017335267727997025,-0.005786373944626801,0.01827549262341213
4,500,124,-0.015671195973467836,0.007439461424563303,0.0173473908564487
4,500,125,0.03600000000000197,-0.043999999999998596,0.05685068161420774
4,500,126,-0.00880889993040507,0.0027265781376452215,0.009221222604653643
4,500,127,0.004377104698470606,0.0036598841670466074,0.00570559354121654
4,500,128,-3.8947769207390876e-05,0.0069364801278972476,0.006936589471306461
4,500,129,0.0037835082485844977,0.0023484294566211102,0.004453095056231413
4,500,130,0.012089390470431489,-0.005831507242696131,0.013422363378637055
4,500,131,0.004571848315251433,0.005592138543108431,0.007223144087098516
4,500,132,-0.017589953542914406,-0.01057266020468385,0.020522855781922568
4,500,133,0.0025040614533830417,-0.006022092018717305,0.006521956458319655
4,500,134,-0.005983338981751776,-0.002749600637136453,0.006584880335609111
4,500,135,-0.006400944170938723,-0.005066944226445502,0.008163700758441837
4,500,136,0.0019531111609408856,0.01041587064553989,0.010597405555682551
4,500,137,0.006085044336141145,-0.004776270725656262,0.0077356658806830856
4,500,138,-0.013672858208385492,-0.004332282452158688,0.01434279341104433
4,500,139,0.0007110552421752485,0.006886297969648952,0.006922911185636876
4,500,140,0.0005884714927151919,-0.009817220991017518,0.009834842483955369
4,500,141,-0.003204173893978705,-0.010745918482505322,0.011213451492538065
4,500,142,0.015060128437146202,0.00019477586511555133,0.015061387923460812
4,500,143,0.008152343027495597,-0.002647962856630901,0.008571604524711401
4,500,144,-0.0056425640487792715,-0.004888538688001155,0.007465677434008275
4,500,145,0.007022174011468352,0.008461962518302548,0.01099616921971005
4,500,146,-0.0006571075826709295,0.018861328336119716,0.018872771311551365
4,500,147,0.012587707942178068,0.005644686503690038,0.013795393323951053
4,500,148,0.00036414223037226003,-0.0047588667115404035,0.0047727782205071985
4,500,149,-0.003088417943779655,8.242920206356929e-05,0.0030895177566754636
4,500,150,0.005090169943749847,-0.048924933215988495,0.04918901219017504
4,500,151,0.006202071338257064,0.0003136426777054253,0.006209996828832362
4,500,152,-0.004295918522424948,-0.005072090761261254,0.0066468805195960545
4,500,153,-0.005030449402190735,-0.004677116314794603,0.006868830920187145
4,500,154,0.0005513250887597114,0.0018049774994963383,0.0018873004867227575
4,500,155,0.0040427628542709475,0.013407597863586054,0.014003842757168844
4,500,156,-0.009450004910821127,-0.0013029289081726227,0.009539403364691909
4,500,157,0.011589453842273362,0.005185760790084522,0.01269675373212235
4,500,158,0.0025165357202030928,-0.006342731141907954,0.006823722618159906
4,500,159,0.0035594029148078602,-0.001952989713306854,0.004059989892872281
4,500,160,0.008247656814096562,0.020964253514369938,0.022528288180371933
4,500,161,0.008957250898811454,0.004964183007420508,0.0102408718669565
4,500,162,-0.0007460287237535284,-0.0007946436757052513,0.0010899621222793345
4,500,163,0.00020180388366288393,-0.0008687880421802716,0.0008919178603979473
4,500,164,0.006362196991854442,0.0020046556812178284,0.006670546826415404
4,500,165,0.004271646039859995,-0.012166162319812048,0.012894280339819902
4,500,166,-0.002064772537208388,0.0007112252731420334,0.0021838331024979733
4,500,167,0.0073118385183988865,0.003166502210742594,0.007968043597381942
4,500,168,0.0070963819652761695,0.0021374178010406713,0.00741128813724729
4,500,169,0.004181373784376933,0.00795404842735987,0.008986143394663847
4,500,170,-0.016738887419687893,-0.015755524617067612,0.022987538102372102
4,500,171,-0.006760419671346342,0.004960321593956418,0.008384990426243607
4,500,172,-0.003544169287686427,0.0011660218318281053,0.003731051172535628
4,500,173,-0.0019195435791778059,0.007183215201419754,0.007435269207114869
4,500,174,-0.012471313594676063,0.009101525026244634,0.015439281737830596
4,500,175,-0.03397803350943205,-0.04352847577239443,0.05521987834318377
4,500,176,-0.0020274695717809096,-0.0022786736834947458,0.003050079772784472
4,500,177,-0.007365665399682544,-0.0007069292444460433,0.0073995118580034505
4,500,178,-0.013605923117498534,0.005018867007046133,0.014502074676186758
4,500,179,0.004402386158634234,-0.0003831741339602215,0.00441903001875643
4,500,180,0.008102463985492346,0.0019397914028372453,0.008331429248497632
4,500,181,0.005502122420665769,-0.0003320662954920095,0.005512133811564695
4,500,182,0.008205805483524332,0.0025726025917735427,0.008599623696920577
4,500,183,-0.003422583951181478,-0.005604953313137138,0.0065673116680520045
4,500,184,0.004548417040267534,0.005550546546166136,0.007176117650467618
4,500,185,0.022183924451837343,0.020709835991630805,0.030348374106120964
4,500,186,-0.012649379202867387,-0.005258793989653283,0.013698967422530337
4,500,187,0.001687644918932838,-0.00425171362271195,0.00457440860679872
4,500,188,-0.007313073864459939,-0.008422772203815397,0.01115455695867892
4,500,189,-0.007944462139680083,0.003396065593926701,0.008639892372423569
4,500,190,0.011567660221506171,0.0014355969577093054,0.011656401744329184
4,500,191,0.0005772922987251414,0.0005064086084863879,0.0007679297343614698
4,500,192,-0.004878616773100177,0.0027026227900466375,0.005577192085992185
4,500,193,0.007622322892870486,-0.0001427074074628638,0.007623658681192532
4,500,194,-0.0002585573764789049,0.0026355869613862567,0.0026482391410068873
4,500,195,0.013226677442242672,-0.0228303517315648,0.026385032809304883
4,500,196,0.005331847806072794,-0.0010478268412375499,0.0054338330961063875
4,500,197,0.002449031509965879,0.0003493728641772682,0.0024738263348564266
4,500,198,-0.003182374827768024,-0.004897623726736692,0.005840738627357482
4,500,199,0.005832270383333176,-0.0031180202396981745,0.006613427858491598
4,500,200,-0.027575461516245656,-0.008784022634946709,0.028940717535769586
4,500,201,-0.002348378174609611,-0.0017167404449299898,0.0029089650747716423
4,500,202,0.0013764025642246547,-0.008432031825130653,0.008543631822522572
4,500,203,0.003603105048241505,-0.002569888556564184,0.004425685617147129
4,500,204,-4.4071217489752626e-05,-0.003378827978091036,0.0033791153839047563
4,500,205,0.005687501977336296,0.004646615773241206,0.007344298256902306
4,500,206,-0.004723731155663305,-0.009649593051270158,0.010743755492662028
4,500,207,-0.0012761513583732361,-0.00641488653936486,0.006540591074390932
4,500,208,-0.0070237547292491325,0.006102082774835516,0.009304221874374765
4,500,209,-0.006336069492621695,0.011253214677797286,0.012914357018447477
4,500,210,-0.021400007200692957,0.014971315407117939,0.026117055599916263
4,500,211,-0.0003793693018248778,-0.002346169807762266,0.0023766433964779662
4,500,212,-0.0009686595358718138,0.006035026433844388,0.006112270065502334
4,500,213,-0.0076529560563127295,-0.006329237408639353,0.009931111849877307
4,500,214,0.0006525234476454016,0.006021709674034883,0.006056960809522572
4,500,215,0.006479894370121647,0.0004591433670611094,0.006496140675774381
4,500,216,0.002958648225082274,-0.014684597431223098,0.014979686279654408
4,500,217,0.0012795952214505026,-0.008314672499182408,0.008412558629776032
4,500,218,-0.01056269361766987,-0.0060202382348786875,0.012157868434288104
4,500,219,0.007970634877549022,0.004898312045930902,0.009355451953300422
4,500,220,0.02270619826295553,-0.017667588077384725,0.02877003837378031
4,500,221,0.0017388520032652443,0.003140437409522342,0.0035897010199161367
4,500,222,-0.004028786150359677,0.002987898260743298,0.005015840294694676
4,500,223,0.005448197808300166,0.006616468646515762,0.00857091107809974
4,500,224,-0.005713556451576562,0.009843756319505842,0.011381751438296452
4,500,225,0.014010244244118557,-0.011321375528022681,0.01801278678123871
4,500,226,-0.0009721072838348828,0.004734039456706672,0.004832817206241142
4,500,227,-0.0016607859321090073,0.0010169650144337293,0.001947415660015442
4,500,228,-0.008457555608568666,-0.00029775477740332846,0.008462795328938176
4,500,229,-0.007697516648567674,0.006180990769115385,0.009872001288637787
4,500,230,0.016999019048133876,-0.006894003865774776,0.018343771092666192
4,500,231,-0.001101541600340301,0.0040643258018519405,0.004210954537973509
4,500,232,-0.0025272385164237816,0.00974179142478833,0.010064265233139243
4,500,233,0.007103509016351182,0.003073171630450178,0.007739781922999274
4,500,234,-0.0036631528233775396,-0.0037494936497895395,0.005241888136657527
4,500,235,-0.0013133691259152344,-0.0019287063557789494,0.002333419522445431
4,500,236,-0.009779668524171973,0.00020306828494092954,0.00978177658562231
4,500,237,0.0036154654337236685,-0.0035305184413913526,0.005053330660807296
4,500,238,-0.0009345260969934071,-0.009073398892627458,0.009121398274973795
4,500,239,-0.004842098469846227,0.002146654171609893,0.005296606623506915
4,500,240,-0.02568483264205507,-0.0004197260771289691,0.025688261868608387
4,500,241,0.0012059710905814194,-0.004872122025260263,0.005019157230087966
4,500,242,0.0031811583760632135,0.0020292657130549503,0.003773286094080007
4,500,243,-0.0026860222214914035,0.005256361906740134,0.005902885385044706
4,500,244,0.007052778588375364,0.013227404463341242,0.014990193949828194
4,500,245,-0.005143111851080515,0.00038606261158208907,0.005157581201763713
4,500,246,0.0014152573438237822,-0.003957428474419774,0.004202879189245816
4,500,247,0.0030812296577314015,0.006278105567357035,0.006993467360227183
4,500,248,-0.009959612040731012,0.006524455741788044,0.011906401418078643
4,500,249,0.003533846956707123,0.002614672641354018,0.004395973991605659
4,500,250,-0.008,-2.2990696343584253e-16,0.008
4,500,251,0.0035338469567064274,-0.0026146726413531956,0.004395973991604611
4,500,252,-0.009959612040729928,-0.006524455741789211,0.011906401418078376
4,500,253,0.0030812296577336644,-0.006278105567353675,0.0069934673602251645
4,500,254,0.0014152573438206857,0.003957428474419947,0.004202879189244936
4,500,255,-0.005143111851079968,-0.0003860626115838557,0.0051575812017633
4,500,256,0.007052778588368023,-0.013227404463343466,0.014990193949826702
4,500,257,-0.0026860222214924877,-0.005256361906737832,0.005902885385043149
4,500,258,0.0031811583760598386,-0.0020292657130530473,0.0037732860940761386
4,500,259,0.0012059710905805655,0.004872122025261544,0.005019157230089005
4,500,260,-0.025684832642059098,0.00041972607712353145,0.025688261868612325
4,500,261,-0.0048420984698442715,-0.002146654171611458,0.005296606623505762
4,500,262,-0.0009345260969909437,0.00907339889263045,0.009121398274976518
4,500,263,0.0036154654337247115,0.003530518441392818,0.005053330660809065
4,500,264,-0.009779668524172622,-0.00020306828493910978,0.009781776585622922
4,500,265,-0.001313369125916641,0.0019287063557787614,0.002333419522446067
4,500,266,-0.0036631528233751665,0.003749493649788769,0.005241888136655317
4,500,267,0.007103509016354211,-0.0030731716304518383,0.007739781923002714
4,500,268,-0.0025272385164229424,-0.00974179142478776,0.010064265233138482
4,500,269,-0.001101541600337811,-0.004064325801847977,0.004210954537969032
4,500,270,0.016999019048130042,0.006894003865781661,0.018343771092665228
4,500,271,-0.007697516648568259,-0.006180990769114075,0.009872001288637423
4,500,272,-0.008457555608569523,0.00029775477740339487,0.008462795328939034
4,500,273,-0.0016607859321116872,-0.0010169650144355776,0.0019474156600186928
4,500,274,-0.0009721072838358402,-0.004734039456704609,0.0048328172062393135
4,500,275,0.014010244244121386,0.011321375528020787,0.018012786781239718
4,500,276,-0.005713556451576245,-0.009843756319505289,0.011381751438295815
4,500,277,0.005448197808302191,-0.006616468646515377,0.00857091107810073
4,500,278,-0.004028786150362412,-0.00298789826074776,0.00501584029469953
4,500,279,0.0017388520032696171,-0.0031404374095225255,0.0035897010199184153
4,500,280,0.022706198262955894,0.01766758807738621,0.02877003837378151
4,500,281,0.007970634877546658,-0.004898312045931402,0.00935545195329867
